,station,state,latitude,longitude,elevation,date,TMIN,TMAX,TAVG,AWND,WDF5,WSF5,SNOW,SNWD,PRCP,date_int
185052,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-20,32.0,46.04,,1.11847,100.0,8.94776,,,0.07086618,20170120
185053,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-19,50.0,57.92,,8.94776,100.0,25.053728,0.0,0.0,0.0,20170419
185054,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-09,60.08,78.08,,4.026492,100.0,12.974252,0.0,0.0,0.0,20170809
186627,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-12,50.0,57.92,,11.632088,90.0,21.027236,,,0.5905515,20170512
186628,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-23,57.92,64.94,,9.395148,90.0,19.01399,,,0.31102379,20170523
186629,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-06,71.06,82.04,,8.724066,90.0,25.948504,,,3.05118275,20170706
188575,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-25,55.94,68.0,,5.59235,90.0,23.040482,,,0.85826818,20170525
188576,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-08,51.08,75.02,,2.908022,90.0,16.105968,,,0.0,20170608
188577,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-09-17,64.04,84.02,,2.460634,90.0,10.961006,,,0.0,20170917
188599,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-01-21,44.06,48.02,45.86,2.908022,90.0,10.06623,0.0,0.0,0.0,20170121
188600,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-02-28,39.92,64.94,51.98,2.460634,90.0,14.987498,0.0,0.0,0.25196864,20170228
188601,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-11,51.08,60.08,56.12,8.724066,90.0,21.027236,0.0,0.0,0.55905542,20170511
188602,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-24,55.94,64.94,61.34,8.500372,90.0,29.08022,0.0,0.0,0.38976399,20170524
188603,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-06,60.08,80.06,70.16,3.579104,90.0,14.987498,0.0,0.0,0.0,20170806
188604,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-09-12,57.02,77.0,65.66,2.460634,90.0,12.974252,0.0,0.0,0.0,20170912
188652,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-12,51.08,57.02,,14.316416,90.0,27.96175,0.0,0.0,0.42126007,20170512
188653,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-28,55.94,68.0,,6.039738,90.0,18.119214,0.0,0.0,0.14960638,20170528
188654,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-20,71.96,80.06,,7.605596,90.0,19.908766,0.0,0.0,0.0,20170620
188655,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-03,73.04,89.06,,5.59235,90.0,14.092722,0.0,0.0,0.0,20170703
188656,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-25,60.08,78.98,,3.802798,90.0,14.092722,0.0,0.0,0.0,20170825
188657,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-09-11,55.04,73.04,,5.816044,90.0,18.119214,0.0,0.0,0.0,20170911
192605,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-24,57.02,69.08,,6.934514,80.0,21.922012,,,0.20866153,20170524
192606,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-27,55.04,68.0,,2.013246,80.0,8.052984,,,0.33858286,20170527
192620,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-03-25,50.0,80.06,64.94,8.276678,80.0,29.974996,0.0,0.0,0.0,20170325
192621,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-23,55.04,64.94,61.7,5.59235,80.0,19.908766,0.0,0.0,0.0393701,20170523
192622,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-29,62.06,68.0,66.02,9.618842,80.0,21.027236,0.0,0.0,0.75984293,20170829
192676,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-13,21.2,44.96,,9.618842,80.0,25.948504,,,0.20866153,20170313
192677,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-11,51.98,57.92,,10.961006,80.0,23.935258,0.0,0.0,0.29133874,20170511
192678,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-15,64.94,71.96,,8.052984,80.0,17.000744,0.0,0.0,0.0,20170615
192679,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-10,60.08,77.0,,3.802798,80.0,14.092722,0.0,0.0,0.0,20170810
192680,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-28,69.08,75.92,,13.869028,80.0,27.96175,0.0,0.0,0.0,20170828
192681,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-09-02,64.04,71.96,,9.395148,80.0,27.066974,0.0,0.0,1.01968559,20170902
194285,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-03-26,46.04,53.06,,9.842536,70.0,19.01399,,,0.0,20170326
194286,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-20,57.02,73.04,,11.632088,70.0,23.935258,,,0.0,20170520
194287,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-07,57.02,68.0,,10.289924,70.0,21.027236,,,0.0,20170607
194288,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-28,71.06,82.04,,5.816044,70.0,18.119214,,,1.51968586,20170728
196342,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-01-22,42.98,48.92,,5.59235,70.0,17.000744,,,0.05118113,20170122
196343,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-14,44.06,69.98,,4.47388,70.0,12.974252,,,0.0,20170414
196344,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-23,53.06,66.02,,3.802798,70.0,16.105968,,,0.09842525,20170523
196345,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-09-02,55.04,60.98,,6.71082,70.0,16.105968,,,0.29133874,20170902
196354,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-01-22,44.96,51.08,46.58,6.934514,70.0,23.040482,0.0,0.0,0.07086618,20170122
196355,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-01-23,37.94,48.02,44.24,21.25093,70.0,44.067718,0.0,0.0,0.59842552,20170123
196356,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-02-22,42.98,62.06,49.64,1.789552,70.0,12.974252,0.0,0.0,0.0,20170222
196357,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-03-26,44.06,51.08,49.82,12.974252,70.0,23.935258,0.0,0.0,0.0,20170326
196358,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-03-31,42.08,51.98,46.04,8.94776,70.0,23.040482,0.0,0.0,1.40157556,20170331
196359,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-30,59.0,78.98,73.04,10.737312,70.0,21.922012,0.0,0.0,0.0,20170430
196360,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-07,51.08,64.04,62.06,8.052984,70.0,19.01399,0.0,0.0,0.0,20170607
196361,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-08,48.02,73.04,60.62,4.250186,70.0,19.908766,0.0,0.0,0.0,20170608
196362,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-05,73.04,86.0,77.18,9.618842,70.0,21.027236,0.0,0.0,0.01968505,20170705
196363,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-17,69.08,89.06,78.62,3.579104,70.0,21.027236,0.0,0.0,0.01968505,20170717
196364,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-18,69.98,89.96,79.7,3.802798,70.0,23.935258,0.0,0.0,0.0,20170718
196434,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-23,42.98,50.0,,19.908766,70.0,44.067718,,,0.74015788,20170123
196435,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-02-06,26.24,48.92,,6.039738,70.0,18.119214,,,0.0,20170206
196436,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-25,53.06,62.06,,10.289924,70.0,31.988242,0.0,0.0,1.181103,20170425
196437,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-23,57.02,64.94,,9.171454,70.0,21.922012,0.0,0.0,0.33858286,20170523
196438,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-05,73.04,80.96,,6.487126,70.0,16.105968,0.0,0.0,0.0,20170705
196439,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-13,71.96,96.98,,8.052984,70.0,21.027236,0.0,0.0,0.01968505,20170713
196440,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-26,68.0,77.0,,5.59235,70.0,16.105968,0.0,0.0,0.0,20170726
196441,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-09-17,71.06,78.08,,8.500372,70.0,19.01399,0.0,0.0,0.0,20170917
197990,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-01-02,42.08,46.04,,8.724066,60.0,19.01399,,,0.29921276,20170102
197991,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-01-23,39.02,50.0,,20.803542,60.0,42.054472,,,0.40944904,20170123
197992,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-28,62.96,78.08,,11.632088,60.0,25.948504,,,0.0,20170828
200245,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-01-23,33.98,50.0,,14.987498,60.0,38.922756,,,0.77952798,20170123
200246,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-03-26,46.04,55.94,,7.605596,60.0,19.01399,,,0.05118113,20170326
200247,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-25,50.0,57.92,,9.618842,60.0,21.922012,,,0.18897648,20170425
200248,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-10,44.06,71.96,,4.697574,60.0,17.000744,,,0.0,20170510
200249,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-11,51.08,60.98,,5.59235,60.0,16.105968,,,0.74015788,20170511
200269,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-01-14,31.1,41.0,36.14,5.816044,60.0,17.000744,0.0,0.0,0.25984266,20170114
200270,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-28,69.98,78.98,75.92,7.381902,60.0,21.922012,0.0,0.0,2.57874155,20170728
200271,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-29,64.94,75.02,70.7,8.94776,60.0,29.974996,0.0,0.0,1.35826845,20170729
200272,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-09-02,57.92,62.96,60.08,9.618842,60.0,21.027236,0.0,0.0,0.68897675,20170902
200352,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-22,44.06,53.96,,11.408394,60.0,27.066974,,,0.40157502,20170122
200353,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-30,42.08,48.92,,8.94776,60.0,19.908766,0.0,0.0,0.0,20170330
200354,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-22,51.08,55.04,,8.94776,60.0,21.922012,0.0,0.0,0.12992133,20170422
200355,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-24,51.08,53.96,,13.42164,60.0,27.96175,0.0,0.0,0.33070884,20170424
200356,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-26,60.08,78.98,,7.605596,60.0,21.027236,0.0,0.0,0.0,20170826
200357,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-27,69.98,77.0,,11.855782,60.0,25.948504,0.0,0.0,0.0,20170827
201982,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-24,51.08,55.94,,11.632088,50.0,25.053728,,,0.27165369,20170424
201983,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-09,44.06,64.04,,6.934514,50.0,21.027236,,,0.0,20170509
201984,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-27,66.02,78.98,,9.842536,50.0,25.053728,,,0.0,20170827
201985,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-09-11,53.06,73.04,,6.487126,50.0,17.000744,,,,20170911
204355,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-24,51.08,60.98,,6.039738,50.0,19.01399,,,0.20866153,20170424
204356,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-07,55.04,64.04,,6.039738,50.0,18.119214,,,0.0,20170607
204357,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-09-11,50.0,73.04,,3.35541,50.0,10.961006,,,0.0,20170911
204375,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-01-16,32.0,42.08,36.5,3.35541,50.0,10.961006,0.0,0.0,0.0,20170116
204376,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-03-18,37.94,55.04,44.06,9.618842,50.0,27.066974,0.0,0.0,0.14173236,20170318
204377,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-24,51.08,59.0,54.32,11.632088,50.0,31.988242,0.0,0.0,0.1181103,20170424
204378,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-25,51.98,57.92,55.04,13.869028,50.0,31.988242,0.0,0.0,0.5511814,20170425
204379,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-10,41.0,73.94,56.66,4.697574,50.0,21.027236,0.0,0.0,0.0,20170510
204380,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-20,59.0,69.98,67.28,10.06623,50.0,21.027236,0.0,0.0,0.0,20170520
204381,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-26,62.06,82.04,72.14,5.816044,50.0,19.908766,0.0,0.0,0.0,20170726
204382,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-09,57.92,82.94,70.88,2.908022,50.0,14.987498,0.0,0.0,0.0,20170809
204383,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-09-11,50.0,73.04,61.88,2.908022,50.0,12.974252,0.0,0.0,0.0,20170911
204488,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-03,46.04,53.96,,8.052984,50.0,21.922012,,,0.42913409,20170103
204489,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-16,30.2,42.98,,2.684328,50.0,14.092722,,,0.0,20170116
204490,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-02-21,35.96,50.0,,5.368656,50.0,16.105968,,,0.0,20170221
204491,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-19,31.1,46.94,,13.645334,50.0,36.014734,,,0.09842525,20170319
204492,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-26,44.06,48.02,,9.842536,50.0,21.922012,,,0.0,20170326
204493,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-21,51.98,71.96,,6.263432,50.0,17.000744,0.0,0.0,0.0393701,20170421
204494,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-20,55.04,73.94,,14.092722,50.0,35.119958,0.0,0.0,0.0,20170520
204495,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-21,55.04,62.96,,10.06623,50.0,23.040482,0.0,0.0,0.0,20170521
204496,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-24,55.94,62.96,,12.079476,50.0,23.040482,0.0,0.0,0.50000027,20170524
204497,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-14,66.02,84.92,,8.94776,50.0,25.948504,0.0,0.0,0.0,20170614
204498,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-09-10,51.08,71.96,,8.052984,50.0,23.040482,0.0,0.0,0.0,20170910
206319,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-22,53.96,64.94,,9.618842,40.0,23.935258,,,0.18110246,20170422
206320,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-23,50.0,57.92,,9.171454,40.0,21.027236,,,0.01181103,20170423
206321,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-25,55.04,64.04,,13.645334,40.0,31.988242,,,0.12992133,20170425
209180,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-28,68.0,80.96,,7.82929,40.0,23.935258,,,1.31889835,20170728
209205,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-01-02,37.94,42.98,40.64,8.94776,40.0,19.908766,0.0,0.0,0.42913409,20170102
209206,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-01-03,41.0,46.04,42.62,5.59235,40.0,18.119214,0.0,0.0,0.81102406,20170103
209207,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-01-17,37.94,44.96,40.82,3.131716,40.0,10.961006,0.0,0.0,0.16141741,20170117
209208,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-03-13,21.2,39.92,30.74,8.724066,40.0,23.040482,1.6141741,0.0,0.27952771,20170313
209209,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-14,46.94,66.92,57.02,5.816044,40.0,17.000744,0.0,0.0,0.0,20170414
209210,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-21,59.0,69.98,64.04,6.71082,40.0,18.119214,0.0,0.0,0.0,20170421
209211,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-27,55.04,73.94,64.22,3.131716,40.0,17.000744,0.0,0.0,0.01968505,20170527
209212,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-03,51.98,80.06,67.46,3.802798,40.0,21.027236,0.0,0.0,0.0,20170603
209213,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-19,71.06,96.08,82.76,4.250186,40.0,25.948504,0.0,0.0,0.0,20170719
209214,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-31,57.92,89.06,73.4,3.579104,40.0,16.105968,0.0,0.0,0.0,20170731
209215,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-26,59.0,78.98,69.98,4.026492,40.0,19.01399,0.0,0.0,0.0,20170826
209336,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-14,35.06,42.08,,7.82929,40.0,21.027236,,,0.42913409,20170114
209337,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-23,50.0,57.02,,9.618842,40.0,21.922012,0.0,0.0,0.0,20170423
209338,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-29,57.02,66.92,,8.052984,40.0,18.119214,0.0,0.0,0.0,20170529
209339,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-07,57.02,62.96,,11.1847,40.0,25.948504,0.0,0.0,0.0,20170607
209340,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-29,68.0,75.02,,14.092722,40.0,38.922756,0.0,0.0,0.48031522,20170729
211303,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-01-14,33.98,42.08,,5.59235,30.0,16.105968,,,0.20078751,20170114
211304,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-02-20,37.04,60.08,,7.381902,30.0,19.908766,,,0.0,20170220
211305,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-03-23,28.22,39.92,,9.171454,30.0,23.040482,,,0.0,20170323
211306,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-12,55.04,75.92,,7.82929,30.0,23.040482,,,0.0,20170412
211307,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-17,51.08,78.98,,9.171454,30.0,25.948504,,,0.0,20170417
211308,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-08,51.08,71.06,,7.605596,30.0,18.119214,,,0.0,20170608
211309,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-29,64.94,69.98,,14.987498,30.0,29.08022,,,0.94094539,20170829
211310,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-31,66.92,84.02,,5.816044,30.0,23.040482,,,0.0,20170831
211311,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-09-09,60.08,71.06,,9.842536,30.0,21.922012,,,0.0,20170909
211312,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-09-10,53.96,71.06,,8.94776,30.0,23.040482,,,0.0,20170910
214579,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-03-18,33.98,53.06,,5.816044,30.0,14.987498,,,0.27952771,20170318
214580,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-29,62.06,80.96,,10.06623,30.0,29.08022,,,0.07086618,20170729
214581,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-08-02,69.08,87.98,,6.71082,30.0,23.935258,,,0.20078751,20170802
214582,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-08-04,69.08,89.06,,6.487126,30.0,27.066974,,,0.50000027,20170804
214583,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-08-15,66.92,80.96,,1.565858,30.0,8.94776,,,0.0,20170815
214584,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-08-25,59.0,77.0,,4.47388,30.0,14.092722,,,0.07086618,20170825
214585,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-09-01,55.04,66.02,,5.368656,30.0,18.119214,,,0.0,20170901
214586,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-09-09,48.92,69.98,,6.263432,30.0,19.908766,,,0.0,20170909
214606,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-03-05,18.14,41.0,28.94,4.921268,30.0,18.119214,0.0,0.0,0.0,20170305
214607,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-23,46.04,60.08,52.34,5.59235,30.0,25.053728,0.0,0.0,0.0,20170423
214608,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-06,71.96,75.92,74.48,8.724066,30.0,19.908766,0.0,0.0,1.53937091,20170706
214609,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-12,68.0,84.02,74.66,2.908022,30.0,36.90951,0.0,0.0,0.53937037,20170812
214610,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-09-01,59.0,69.98,65.84,7.158208,30.0,25.053728,0.0,0.0,0.0,20170901
214746,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-08,53.06,64.04,,9.171454,30.0,29.974996,0.0,0.0,0.0,20170608
214747,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-30,57.92,77.0,,10.289924,30.0,27.066974,0.0,0.0,0.0,20170730
214748,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-29,66.02,73.04,,18.119214,30.0,44.962494,0.0,0.0,2.88976534,20170829
214749,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-09-01,59.0,73.04,,9.171454,30.0,27.96175,0.0,0.0,0.01968505,20170901
216775,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-01-22,44.06,50.0,,9.395148,20.0,21.922012,,,0.03149608,20170122
216776,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-03-13,28.22,42.08,,11.632088,20.0,25.948504,,,0.33858286,20170313
216777,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-03-21,42.98,55.94,,5.144962,20.0,14.987498,,,0.0,20170321
216778,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-03-29,44.96,62.06,,10.289924,20.0,29.08022,,,0.0,20170329
216779,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-13,48.02,66.02,,8.052984,20.0,19.01399,,,0.0,20170413
216780,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-30,62.06,78.98,,10.737312,20.0,23.040482,,,0.0,20170730
216781,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-20,68.0,82.94,,4.921268,20.0,14.987498,,,0.0,20170820
216782,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-24,62.06,80.96,,5.816044,20.0,19.908766,,,0.0,20170824
216783,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-09-01,59.0,71.96,,10.513618,20.0,27.066974,,,0.14173236,20170901
219712,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-03-05,15.26,37.04,,3.802798,20.0,12.974252,,,0.0,20170305
219713,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-13,48.02,68.0,,7.381902,20.0,21.027236,,,0.0,20170413
219714,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-13,48.02,60.98,,6.039738,20.0,16.105968,,,0.18110246,20170513
219715,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-08-29,60.98,66.02,,7.158208,20.0,14.987498,,,0.0787402,20170829
219728,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-24,60.98,82.04,72.14,4.026492,20.0,17.000744,0.0,0.0,0.0,20170824
219729,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-09-06,59.0,68.0,65.84,4.47388,20.0,18.119214,0.0,0.0,0.48031522,20170906
219847,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-02,42.08,48.92,,11.1847,20.0,25.053728,,,0.98818951,20170102
219848,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-24,39.02,46.94,,14.763804,20.0,38.02798,,,0.0,20170124
219849,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-21,37.94,51.98,,3.802798,20.0,16.105968,,,0.0,20170321
219850,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-23,27.14,37.94,,8.724066,20.0,27.96175,,,0.0,20170323
